Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1/10/2018,162.91,164.33,162.5,164.18,4150836,0,1,162.91,164.33,162.5,164.18,4150836
1/9/2018,163.9,164.53,163.06,163.83,4333418,0,1,163.9,164.53,163.06,163.83,4333418
1/8/2018,162.66,163.905,161.701,163.47,5101023,0,1,162.66,163.905,161.701,163.47,5101023
1/5/2018,162.44,162.9,161.101,162.49,5162075,0,1,162.44,162.9,161.101,162.49,5162075
1/4/2018,159.65,162.3237,159.37,161.7,7363843,0,1,159.65,162.3237,159.37,161.7,7363843
1/3/2018,157.34,159.81,156.33,158.49,9439063,0,1,157.34,159.81,156.33,158.49,9439063
1/2/2018,154.5,154.81,153.54,154.25,4195225,0,1,154.5,154.81,153.54,154.25,4195225
12/29/2017,154.17,154.72,153.415,153.42,3310894,0,1,154.17,154.72,153.415,153.42,3310894
12/28/2017,153.2,154.12,153.2,154.04,2669076,0,1,153.2,154.12,153.2,154.04,2669076
12/27/2017,152.95,153.18,152.61,153.13,2116522,0,1,152.95,153.18,152.61,153.13,2116522
12/26/2017,152.51,153.86,152.5,152.83,2477240,0,1,152.51,153.86,152.5,152.83,2477240
12/22/2017,151.71,153,151.5,152.5,2982114,0,1,151.71,153,151.5,152.5,2982114
12/21/2017,153.17,153.46,151.49,151.5,4126632,0,1,153.17,153.46,151.49,151.5,4126632
12/20/2017,153.65,153.89,152.78,152.95,3771425,0,1,153.65,153.89,152.78,152.95,3771425
12/19/2017,154.135,154.17,153.09,153.23,4111495,0,1,154.135,154.17,153.09,153.23,4111495
12/18/2017,153.41,154.18,153.21,153.33,5054265,0,1,153.41,154.18,153.21,153.33,5054265
12/15/2017,153.75,153.8,152.03,152.5,10469312,0,1,153.75,153.8,152.03,152.5,10469312
12/14/2017,154.5,155.11,153.7,154,4623845,0,1,154.5,155.11,153.7,154,4623845
12/13/2017,156.6,156.73,153.89,153.91,5624428,0,1,156.6,156.73,153.89,153.91,5624428
12/12/2017,155.2,157.85,155.16,156.74,6314835,0,1,155.2,157.85,155.16,156.74,6314835
12/11/2017,154.97,155.89,154.57,155.41,4068982,0,1,154.97,155.89,154.57,155.41,4068982
12/8/2017,153.94,155.03,153.55,154.81,3440847,0,1,153.94,155.03,153.55,154.81,3440847
12/7/2017,154.03,154.45,153.26,153.57,3768443,0,1,154.03,154.45,153.26,153.57,3768443
12/6/2017,155.69,156.22,154.09,154.1,3345712,0,1,155.69,156.22,154.09,154.1,3345712
12/5/2017,156.45,156.74,154.68,155.35,5042724,0,1,156.45,156.74,154.68,155.35,5042724
12/4/2017,155.67,156.8,155.07,156.46,4639109,0,1,155.67,156.8,155.07,156.46,4639109
12/1/2017,154.4,155.02,152.9125,154.76,5526823,0,1,154.4,155.02,152.9125,154.76,5526823
11/30/2017,153.65,154.41,153.08,153.97,6254399,0,1,153.65,154.41,153.08,153.97,6254399
11/29/2017,152.81,153.61,152.17,153.55,4946634,0,1,152.81,153.61,152.17,153.55,4946634
11/28/2017,152.35,152.93,151.7,152.47,3915618,0,1,152.35,152.93,151.7,152.47,3915618
11/27/2017,152.06,152.49,151.62,151.98,3303663,0,1,152.06,152.49,151.62,151.98,3303663
11/24/2017,151.95,152.2,151.33,151.84,1193025,0,1,151.95,152.2,151.33,151.84,1193025
11/22/2017,152,152.39,151.33,151.77,3125416,0,1,152,152.39,151.33,151.77,3125416
11/21/2017,151.3,152.45,151.2,151.95,3663246,0,1,151.3,152.45,151.2,151.95,3663246
11/20/2017,150.64,151.95,149.9,150.51,5654091,0,1,150.64,151.95,149.9,150.51,5654091
11/17/2017,149.34,150.15,148.83,148.97,4865373,0,1,149.34,150.15,148.83,148.97,4865373
11/16/2017,147.73,149.65,147.5,149.12,5393609,0,1,147.73,149.65,147.5,149.12,5393609
11/15/2017,148,148.705,146.211,147.1,4695745,0,1,148,148.705,146.211,147.1,4695745
11/14/2017,147.95,148.97,147.49,148.89,3691934,0,1,147.95,148.97,147.49,148.89,3691934
11/13/2017,148.88,149,147.92,148.4,5085257,0,1,148.88,149,147.92,148.4,5085257
11/10/2017,150.65,150.89,149.14,149.16,4304369,0,1,150.65,150.89,149.14,149.16,4304369
11/9/2017,149.93,151.8,149.86,150.3,4770841,1.5,1,149.93,151.8,149.86,150.3,4770841
11/7/2017,151.37,151.51,150.5,151.35,3688378,0,1,149.874249,150.0128656,149.0128458,149.8544466,3688378
11/6/2017,151.77,151.82,150.28,150.84,4498372,0,1,150.2702964,150.3198024,148.7950198,149.3494862,4498372
11/3/2017,153.42,153.47,151.49,151.58,4420582,0,1,151.9039921,151.953498,149.9930632,150.0821739,4420582
11/2/2017,154.18,154.49,152.91,153.35,3388284,0,1,152.6564822,152.963419,151.3990316,151.8346838,3388284
11/1/2017,154.1,154.9,153.83,154.03,3228302,0,1,152.5772727,153.3693676,152.3099407,152.5079644,3228302
10/31/2017,154.33,154.93,152.93,154.06,4224346,0,1,152.805,153.3990711,151.418834,152.537668,4224346
10/30/2017,153.76,154.59,152.71,154.36,4206189,0,1,152.2406324,153.0624308,151.2010079,152.8347036,4206189
10/27/2017,154.54,154.63,152.911,153.68,4893779,0,1,153.0129249,153.1020356,151.4000217,152.1614229,4893779
10/26/2017,154.31,155.12,153.54,153.6,4253664,0,1,152.7851976,153.5871937,152.0228063,152.0822134,4253664
10/25/2017,156.01,156.37,153.06,153.5,5443794,0,1,154.4683992,154.8248419,151.5475494,151.9832016,5443794
10/24/2017,159.65,159.7,155.171,155.88,8173017,0,1,158.0724308,158.1219368,153.6376897,154.3396838,8173017
10/23/2017,162.05,162.51,159.54,159.55,5765384,0,1,160.4487154,160.90417,157.9635178,157.973419,5765384
10/20/2017,161.07,162.48,159.77,162.07,7848320,0,1,159.4783992,160.8744664,158.1912451,160.4685178,7848320
10/19/2017,159.8,160.96,159.085,160.9,9878844,0,1,158.2209486,159.3694862,157.5130138,159.3100791,9878844
10/18/2017,157.12,161.23,156.95,159.53,30445283,0,1,155.5674308,159.6368182,155.3991107,157.9536166,30445283
10/17/2017,146.63,147.12,146.18,146.54,4941313,0,1,145.181087,145.6662451,144.7355336,145.0919763,4941313
10/16/2017,147.22,147.67,146.51,146.83,3035184,0,1,145.7652569,146.2108103,145.0622727,145.3791107,3035184
10/13/2017,147.48,147.85,146.94,147.1,2490548,0,1,146.0226877,146.3890316,145.4880237,145.6464427,2490548
10/12/2017,147.56,147.89,146.77,147.03,3255559,0,1,146.1018972,146.4286364,145.3197036,145.5771344,3255559
10/11/2017,148.4,148.47,147.28,147.62,3674765,0,1,146.9335968,147.0029051,145.824664,146.1613043,3674765
10/10/2017,147.71,148.95,147.65,148.5,4028877,0,1,146.250415,147.4781621,146.1910079,147.0326087,4028877
10/9/2017,146.5,147.79,146.35,147.39,2678887,0,1,145.0523715,146.3296245,144.9038538,145.9335771,2678887
